web_scraper_order,web_scraper_start_url,pagination,comment,date,data6,data7
"1773397937-344","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Tốt nhất là không nên mua chất phấn bình thường mà có 1 màu giá đắt. Thua xa hộp too old for school chất mịn 3 màu. Dịch vụ khách hàng cực kém vì shopee tự xử lý. Nên mua shop khác còn khiếu nại được.
Mình mua cùng phấn mắt đặt lộn phấn mắt thì shop nói không đổi được, trả hàng cũng không cho Nv shopee làm ăn gian dối hỏi trước là mình có quay video không, mình nói không mới nói hộp bị móp. Trong khi mình chắc chắn không và bỏ lại y chang lúc mở luôn. Đã vậy shopee không gói bằng bọc chống xốc nhận về hên thì không vỡ phấn chứ ở đó hộp móp. Nên nếu mua thì cẩn thận với chúng nó. Lần đầu tiên gặp luôn. Mình có yêu cầu video lúc shopee khui hàng là hộp nó bị móp và yêu cầu video đóng gói hàng để thấy shopee không gói miếng xốp chống va đập. Thì họ chỉ gửi tấm hình móp cái hộp 1 xíu và từ chối. 1 mall lớn làm ăn thế này, cheap. Mua hasaki hay watson cho khoẻ giá còn rẻ hơn. Ở đây ai biết nhân viên trộn hàng fake vô k tại thái độ nhân viên rất chợ.","2026-01-30 17:06 | Phân loại hàng: Rose Beige-Cam đào","Phân loại hàng: Rose Beige-Cam đào","Phấn Má Hồng Mịn Lì 3CE Face Blush"
"1773397937-345","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Cái màu trên hình so với cái màu ở ngoài mình nhận được khác một trời một vực. Quá buồn","2026-01-30 15:43 | Phân loại hàng: Overtake-Đất thu ấm","Phân loại hàng: Overtake-Đất thu ấm","Bảng Phấn Mắt 9 màu lâu trôi 3CE Multi Eye Color Palette"
"1773397937-346","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-01-30 15:34","","(GWP) Túi Mini Đựng Son 3CE Lipstick Holder"
"1773397937-347","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Mình ấn hoàn tiền trả hàng rồi nhưng lại thôi vì phiền có vài trăm bạc. Nhưng hàng lần này lại made in chia. Mọi người lưu ý. Shop làm ăn lần này không trung thực. Mua 3CE của Hàn quốc nhưng made in china. Không biết thật hay giả. Mặc dù test chất son thì vẫn tựa tựa hàng ngày trước mình mua","2026-01-30 15:34 | Phân loại hàng: Sepia-Đỏ táo trầm, Casual Affair-Hồng","Phân loại hàng: Sepia-Đỏ táo trầm","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g"
"1773397937-348","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Giao thiếu hàng. Đổ trách nhiệm không xử lí","2026-01-29 17:34","","(GWP) Túi Mini Đựng Son 3CE Lipstick Holder"
"1773397937-349","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Giao thiếu hàng. Đổ trách nhiệm không xử lí","2026-01-29 17:34 | Phân loại hàng: #01 Speak Up","Phân loại hàng: #01 Speak Up","Son Kem Lì Nhung Mịn 3CE Velvet Lip Tint Plush"
"1773397937-350","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Giao thiếu hàng. Đổ trách nhiệm không xử lí","2026-01-29 17:34 | Phân loại hàng: Tan-Nâu đỏ đất","Phân loại hàng: Tan-Nâu đỏ đất","Son tint 3CE lên môi chuẩn sắc lâu trôi  3CE Lazy Pop Lip Stain"
"1773397937-351","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Son đã qua sd","2026-01-29 17:02 | Phân loại hàng: #34 Rose Glaze","Phân loại hàng: #34 Rose Glaze","Son bóng dưỡng môi 3CE Glazy Lip Glow"
"1773397937-352","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-01-29 11:08 | Phân loại hàng: #37 Raspberry Coate","Phân loại hàng: #37 Raspberry Coate","Son bóng dưỡng môi 3CE Glazy Lip Glow"
"1773397937-353","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-01-29 11:08","","(GWP) Túi Mini Đựng Son 3CE Lipstick Holder"
"1773397937-354","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Ko đẹp, ọp ẹp. Tặng quà cũng cần có tâm 1 chút","2026-01-29 08:43","","(GWP) Túi Mini Đựng Son 3CE Lipstick Holder"
"1773397937-355","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-01-29 07:54","","(GWP) Túi Mini Đựng Son 3CE Lipstick Holder"
"1773397937-356","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-01-29 05:54 | Phân loại hàng: Sepia-Đỏ táo trầm","Phân loại hàng: Sepia-Đỏ táo trầm","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint"
"1773397937-357","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-01-28 21:22","","(GWP) Túi Mini Đựng Son 3CE Lipstick Holder"
"1773397937-358","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-01-28 21:22 | Phân loại hàng: What If","Phân loại hàng: What If","Phấn Má Hồng Bắt Sáng 3CE Blushlighter"
"1773397937-359","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Không giống mô tả","2026-01-28 13:26 | Phân loại hàng: Sepia-Đỏ táo trầm","Phân loại hàng: Sepia-Đỏ táo trầm","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g"
"1773397937-360","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Đánh 5-6 lớp không lên màu. Nên không có chuyện giữ màu như Hana Ohlala quảng cáo nha. Chất son cũng không ok. Đánh lên như nước lã. Sẽ không bao giờ mua lại","2026-01-28 12:46 | Phân loại hàng: 05 - Coral Drench","Phân loại hàng: 05 - Coral Drench","Son Pha Lê 3CE Misty Lip Bare"
"1773397937-361","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Bản dùng thử màu lên đẹp, không gây khô môi dùng rất thích - mình được tặng khi mua má hồng, thế mà bản full thì chán, không lên màu đều, môi khô lộ viền, sản xuất ở trung quốc, nghi trộn hàng kém chất lượng","2026-01-28 08:45 | Phân loại hàng: Early Hour-Hồng ngọt","Phân loại hàng: Early Hour-Hồng ngọt","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g"
"1773397937-362","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-01-28 08:21","","(GWP) Túi Mini Đựng Son 3CE Lipstick Holder"
"1773397937-363","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-01-28 08:21 | Phân loại hàng: Early Hour-Hồng ngọt","Phân loại hàng: Early Hour-Hồng ngọt","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g"
"1773397937-364","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-01-28 08:14 | Phân loại hàng: Play Off-Đỏ cam","Phân loại hàng: Play Off-Đỏ cam","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g"
"1773397937-365","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Aaa","2026-01-27 21:23","","(GWP) Túi Mini Đựng Son 3CE Lipstick Holder"
"1773397937-366","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Mk đống gói như này phần trên có thêm xốp nữa mà hoàn hàng trả, Mà phía bên shop lại bảo hàng vỡ không chập nhận yêu cầu hoàn hoàn của mình 
Nếu bên shop bảo hàng vỡ thì cho mình cái video bên shop nhận về đi","2026-01-27 21:23 | Phân loại hàng: Sepia-Đỏ táo trầm","Phân loại hàng: Sepia-Đỏ táo trầm","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g"
"1773397937-367","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Bị hư nút bấm nên không gài túi lại được","2026-01-27 20:00","","(GWP) Túi Mini Đựng Son 3CE Lipstick Holder"
"1773397937-368","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Xấu. Đánh 4 sao nhưng phải quầy lại 1 sao, mới lắc nhẹ một cái, lõi son bay ra cmn luôn :)))) 
Luu luong con lai cua Quy khach la:
4140MB (5G135N) su dung den 00h00 ngay 25-01-2026
De bao ve du lieu va quyen loi khi su dung dich vu, Quy khach vui long doc va xac nhan dong y voi Van ban chap thuan ve xu ly va bao ve du lieu ca nhan tai https://viettel.vn/vanbanchapthuan.
LH 198 (0d).","2026-01-28 19:49 | Phân loại hàng: 13-Silent Bloom","Phân loại hàng: 13-Silent Bloom","Son Sáp Màu Mịn Lì 3CE Sketch Stick"
"1773397937-369","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Mua đơn trên 499k nhưng kh thấy tặng túi đựng son","2026-01-27 21:27 | Phân loại hàng: #08 Figtachio","Phân loại hàng: #08 Figtachio","Son Kem Lì Nhung Mịn 3CE Velvet Lip Tint Plush"
"1773397937-370","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Lúc live mua bảo hoá đơn trên 499k đc tặng bao son, nhưng khi mua 2 cây giá trên 600k mà kh dc tặng túi đựnh son là sao nhỉ???","2026-01-27 18:24 | Phân loại hàng: BUDDY-Hồng cá hồi","Phân loại hàng: BUDDY-Hồng cá hồi","Son len mịn lì nịnh môi 3CE Cashmere Hug Lipstick"
"1773397937-371","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-01-27 16:48 | Phân loại hàng: Sepia-Đỏ táo trầm","Phân loại hàng: Sepia-Đỏ táo trầm","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g"
"1773397937-372","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Chất son chẳng khác gì nước pha màu, đánh 7749 lần mới lên màu nhưng nó tèm lem nham nhở thấy chán gì đâu, màu thì rõ đẹp trên tay nhưng lên môi thì ối giời ôi, giá đắt mà thua cả những cây son giá rẻ của hãng khác","2026-01-27 15:19 | Phân loại hàng: 07 - Sun Pause","Phân loại hàng: 07 - Sun Pause","Son Pha Lê 3CE Misty Lip Bare"
"1773397937-373","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-01-27 13:42 | Phân loại hàng: Play Off-Đỏ cam","Phân loại hàng: Play Off-Đỏ cam","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g"
"1773397937-374","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-01-27 13:39","","(GWP) Túi Mini Đựng Son 3CE Lipstick Holder"
"1773397937-375","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-01-27 13:39 | Phân loại hàng: Tông Lạnh - P02","Phân loại hàng: Tông Lạnh - P02","Phấn Nước Trang Điểm 3CE Fitting Mesh Cushion"
"1773397937-376","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Chưa dùng nên m chưa biết nhưng nhìn mẫu mã cũng ổn. Xịt lớp trang điểm xịt lớp trang điểm xịt lớp trang điểm.  Xấu móp méo. K đáng","2026-01-27 10:28","","(GWP) Túi Mini Đựng Son 3CE Lipstick Holder"
"1773397937-377","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Live kêu đơn hàng 500k dc tặng túi son mà giao k thấy, nt hỏi thì nói do này do kia","2026-01-27 09:54 | Phân loại hàng: #01 Speak Up","Phân loại hàng: #01 Speak Up","Son Kem Lì Nhung Mịn 3CE Velvet Lip Tint Plush"
"1773397937-378","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Live kêu đơn hàng 500k dc tặng túi son mà giao k thấy, nt hỏi thì nói do này do kia","2026-01-27 09:54 | Phân loại hàng: #33 Cool Sweetie","Phân loại hàng: #33 Cool Sweetie","Son bóng dưỡng môi 3CE Glazy Lip Glow"
"1773397937-379","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-01-27 09:24 | Phân loại hàng: HUSH RED-Đỏ mâm xôi","Phân loại hàng: HUSH RED-Đỏ mâm xôi","Son len mịn lì nịnh môi 3CE Cashmere Hug Lipstick"
"1773397937-380","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-01-27 06:54 | Phân loại hàng: 10-Already Booke","Phân loại hàng: 10-Already Booke","Son Sáp Màu Mịn Lì 3CE Sketch Stick"
"1773397937-381","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Lần đầu mình mua được thỏi son n tệ như vậy, đánh son k hề ăn vào môi, mình kb nó là hàng giả hay chất lượng hãng nayd tệ như vậy nữa, quá thất vọng vì sự tệ hại này","2026-01-26 23:46 | Phân loại hàng: Sepia-Đỏ táo trầm","Phân loại hàng: Sepia-Đỏ táo trầm","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g"
"1773397937-382","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Trên live bảo tặng túi đựng son nhưng mua ko có","2026-01-26 19:45 | Phân loại hàng: #31 Lavender Cream","Phân loại hàng: #31 Lavender Cream","Son bóng dưỡng môi 3CE Glazy Lip Glow"
"1773397937-383","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","hoàn hàng bị từ chối giờ k trả lại hàng cho mình??","2026-01-26 18:35 | Phân loại hàng: Pink Guava-Hồng đào","Phân loại hàng: Pink Guava-Hồng đào","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g"
"1773397937-384","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Hàng fake ,chất son và màu son khác với qc và khác với lần trước tôi mua ,trả hàng thì ko cho .lấy lí do đã test son ,ko cho trả ,z là mua son là ko đc test để biết ntn lun .test r là ko cho trả ,chất tint gì như son bùn á ,nặng môi ,ai muốn mua thì cân nhắc nhen .treo đầu dê bán thịt chó á","2026-01-26 17:19 | Phân loại hàng: Casual Affair-Hồng","Phân loại hàng: Casual Affair-Hồng","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g"
"1773397937-385","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Trộn hàng Made in China à shop. Tin tưởng Shop Mall mua ai dè China, trong khi cây cũ Made in Korea. Thất vọng ghê luôn","2026-01-26 16:04 | Phân loại hàng: Spot Player-Táo đỏ","Phân loại hàng: Spot Player-Táo đỏ","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g"
"1773397937-386","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Mình đã xài sp trước đó và đặt mua trên đây. Nhưng mình thấy sản phẩm lên màu ko rõ và có vẻ hơi giả giả","2026-01-26 15:30 | Phân loại hàng: Delectable-Hồng dâu","Phân loại hàng: Delectable-Hồng dâu","Phấn Má Hồng Mịn Lì 3CE Face Blush"
"1773397937-387","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","son tệ .  mn đừng nên mua son naỳ .  có quá nhiều đanh giá te
 Hàng ko trả đc . Ko thử thì làm sao biết hàng tệ . Mà thử thì ko trả đc . Phí 250k","2026-01-26 13:54 | Phân loại hàng: 01 - Nude Whisper","Phân loại hàng: 01 - Nude Whisper","Son Pha Lê 3CE Misty Lip Bare"
"1773397937-388","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-01-26 13:54","","(GWP) Túi Mini Đựng Son 3CE Lipstick Holder"
"1773397937-389","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","","2026-01-26 12:26 | Phân loại hàng: Lilac Whisper","Phân loại hàng: Lilac Whisper","Phấn Má Hồng 3CE Bouncy Blur Balm"
"1773397937-390","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Sịt hỏng k ra","2026-01-26 12:13","","Chai Xịt Cố Định Lớp Trang Điểm 3CE 3CE Shimmer Makeup Fixer"
"1773397937-391","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","mua 2đơn trùng báo huỷ đơn bị từ chối rồi nhận hàng xong phải trả hàng shop làm vậy chi cho mất thời gian vậy","2026-01-26 11:43 | Phân loại hàng: Beige Hour","Phân loại hàng: Beige Hour","Phấn Má Hồng Bắt Sáng 3CE Blushlighter"
"1773397937-392","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Hàng kém chất lượng ko như mô tả màu sắc ko như hình ảnh mô tả. Hàng giả đánh lên môi rất khó chịu gây khô môi","2026-01-29 07:55 | Phân loại hàng: Definition-Đất nung","Phân loại hàng: Definition-Đất nung","Son kem lì nhung mịn 3CE Velvet Lip Tint"
"1773397937-393","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Son fake 🤬🤬🤬","2026-01-26 08:19 | Phân loại hàng: Sepia-Đỏ táo trầm","Phân loại hàng: Sepia-Đỏ táo trầm","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g"
"1773397937-394","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Sản phẩm chưa nhận được nên chưa có ảnh 
Trải nghiệm quá tệ về shop","2026-01-25 20:33","","(GWP) Túi Mini Đựng Son 3CE Lipstick Holder"
"1773397937-395","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Trải nghiệm tồi tệ về shop, đáng ra không xứng 1 sao . Người ta yêu cầu hoàn hàng thì không cho cũng không cho đĩa đành rồi còn không gửi lại hàng cho khách là sao???
Đã nhiều lần nhắn tin hỏi shop . Shop trả lời tỉnh bơ là do bên shoppe làm việc . Gọi cho shoppe thì bảo do shop chưa gửi hàng . HƠN MỘT THÁNG TRỜI LÀM CÁI GÌ MÀ KHÔNG GIẢI QUYẾT VẤN ĐỀ ?? 
Vào đọc feedback mới thấy nhiều người bảo shop bán hàng giả . 
Dù shop bán hàng có tốt đến đâu thì mình sẽ không bao giờ mua lại","2026-01-25 20:33 | Phân loại hàng: Coral Moon-Cam gạch","Phân loại hàng: Coral Moon-Cam gạch","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint"
"1773397937-396","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Son xài mau trôi uống nước dính ly. Trôi ra màu hồng cánh sen. Nhìn quê còn già nữa","2026-01-25 20:05 | Phân loại hàng: Speak Up-Lê đỏ ngâm","Phân loại hàng: Speak Up-Lê đỏ ngâm","Son kem lì nhung mịn 3CE Velvet Lip Tint"
"1773397937-397","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Son không bám môi, tô lên hiện rõ vết bột son trên môi. Đã tẩy da chết môi kỹ lưỡng, dưỡng ẩm rồi mới tô nhưng không thể bám môi được. Chất lượng tệ. Cảm giác bị mua cây son fake. Mua xong check review mới thấy quá nhiều người đã cảnh báo và chấm 1*. Trả hàng thì shopee từ chối, coi như phí tiền. Mọi người đừng nên mua.","2026-01-25 18:31 | Phân loại hàng: BUDDY-Hồng cá hồi","Phân loại hàng: BUDDY-Hồng cá hồi","Son len mịn lì nịnh môi 3CE Cashmere Hug Lipstick"
"1773397937-398","https://shopee.vn/buyer/1363386527/rating?shop_id=1362679168","","Mình hoàn trả hàng mà k nhận được tiền vì thông tin sản phẩm k đủ nhưng mình cũng k được giao lại hàng khi đã gửi trả.","2026-01-25 17:34 | Phân loại hàng: Early Hour-Hồng ngọt","Phân loại hàng: Early Hour-Hồng ngọt","Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g"
